WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2023-09-02,North America,United States,California,Protests,Peaceful protest,28,0,239971.0,Demonstrations,3487.0,37.2724,-119.9915
2023-09-09,North America,United States,California,Protests,Peaceful protest,35,0,259305.0,Demonstrations,3487.0,37.2724,-119.9915
2023-09-16,North America,United States,California,Protests,Peaceful protest,31,0,240204.0,Demonstrations,3487.0,37.2724,-119.9915
2023-09-23,North America,United States,California,Protests,Peaceful protest,40,0,241264.0,Demonstrations,3487.0,37.2724,-119.9915
2023-09-30,North America,United States,California,Protests,Peaceful protest,55,0,371954.0,Demonstrations,3487.0,37.2724,-119.9915
2023-10-07,North America,United States,California,Protests,Peaceful protest,64,0,359940.0,Demonstrations,3487.0,37.2724,-119.9915
2023-10-14,North America,United States,California,Protests,Peaceful protest,38,0,259074.0,Demonstrations,3487.0,37.2724,-119.9915
2023-10-21,North America,United States,California,Protests,Peaceful protest,58,0,307524.0,Demonstrations,3487.0,37.2724,-119.9915
2023-10-28,North America,United States,California,Protests,Peaceful protest,28,0,188190.0,Demonstrations,3487.0,37.2724,-119.9915
2023-11-04,North America,United States,California,Protests,Peaceful protest,48,1,278452.0,Demonstrations,3487.0,37.2724,-119.9915
2023-11-11,North America,United States,California,Protests,Peaceful protest,64,0,319855.0,Demonstrations,3487.0,37.2724,-119.9915
2023-11-18,North America,United States,California,Protests,Peaceful protest,23,0,180349.0,Demonstrations,3487.0,37.2724,-119.9915
2023-11-25,North America,United States,California,Protests,Peaceful protest,19,0,173603.0,Demonstrations,3487.0,37.2724,-119.9915
2023-12-02,North America,United States,California,Protests,Peaceful protest,30,0,173249.0,Demonstrations,3487.0,37.2724,-119.9915
2023-12-09,North America,United States,California,Protests,Peaceful protest,34,0,243930.0,Demonstrations,3487.0,37.2724,-119.9915
2023-12-16,North America,United States,California,Protests,Peaceful protest,42,0,242258.0,Demonstrations,3487.0,37.2724,-119.9915
2023-12-23,North America,United States,California,Protests,Peaceful protest,15,0,171033.0,Demonstrations,3487.0,37.2724,-119.9915
2023-12-30,North America,United States,California,Protests,Peaceful protest,16,0,109663.0,Demonstrations,3487.0,37.2724,-119.9915
2024-01-06,North America,United States,California,Protests,Peaceful protest,20,0,185636.0,Demonstrations,3487.0,37.2724,-119.9915
2024-01-13,North America,United States,California,Protests,Peaceful protest,27,0,217864.0,Demonstrations,3487.0,37.2724,-119.9915
2024-01-20,North America,United States,California,Protests,Peaceful protest,38,0,246230.0,Demonstrations,3487.0,37.2724,-119.9915
2024-01-27,North America,United States,California,Protests,Peaceful protest,15,0,150205.0,Demonstrations,3487.0,37.2724,-119.9915
2024-02-03,North America,United States,California,Protests,Peaceful protest,14,0,155043.0,Demonstrations,3487.0,37.2724,-119.9915
2024-02-10,North America,United States,California,Protests,Peaceful protest,38,0,203649.0,Demonstrations,3487.0,37.2724,-119.9915
2024-02-17,North America,United States,California,Protests,Peaceful protest,22,0,181153.0,Demonstrations,3487.0,37.2724,-119.9915
2024-02-24,North America,United States,California,Protests,Peaceful protest,25,0,184398.0,Demonstrations,3487.0,37.2724,-119.9915
2024-03-02,North America,United States,California,Protests,Peaceful protest,21,0,167849.0,Demonstrations,3487.0,37.2724,-119.9915
2024-03-09,North America,United States,California,Protests,Peaceful protest,36,0,222739.0,Demonstrations,3487.0,37.2724,-119.9915
2024-03-16,North America,United States,California,Protests,Peaceful protest,28,0,215629.0,Demonstrations,3487.0,37.2724,-119.9915
2024-03-23,North America,United States,California,Protests,Peaceful protest,21,0,221299.0,Demonstrations,3487.0,37.2724,-119.9915
2024-03-30,North America,United States,California,Protests,Peaceful protest,24,0,212034.0,Demonstrations,3487.0,37.2724,-119.9915
2024-04-06,North America,United States,California,Protests,Peaceful protest,14,0,157775.0,Demonstrations,3487.0,37.2724,-119.9915
2024-04-13,North America,United States,California,Protests,Peaceful protest,23,0,192405.0,Demonstrations,3487.0,37.2724,-119.9915
2024-04-20,North America,United States,California,Protests,Peaceful protest,45,0,248243.0,Demonstrations,3487.0,37.2724,-119.9915
2024-04-27,North America,United States,California,Protests,Peaceful protest,88,0,348644.0,Demonstrations,3487.0,37.2724,-119.9915
2024-05-04,North America,United States,California,Protests,Peaceful protest,57,0,309024.0,Demonstrations,3487.0,37.2724,-119.9915
2024-05-11,North America,United States,California,Protests,Peaceful protest,49,0,288359.0,Demonstrations,3487.0,37.2724,-119.9915
2024-05-18,North America,United States,California,Protests,Peaceful protest,34,0,245838.0,Demonstrations,3487.0,37.2724,-119.9915
2024-05-25,North America,United States,California,Protests,Peaceful protest,24,0,169800.0,Demonstrations,3487.0,37.2724,-119.9915
2024-06-01,North America,United States,California,Protests,Peaceful protest,21,0,154815.0,Demonstrations,3487.0,37.2724,-119.9915
2024-06-08,North America,United States,California,Protests,Peaceful protest,30,0,213331.0,Demonstrations,3487.0,37.2724,-119.9915
2024-06-15,North America,United States,California,Protests,Peaceful protest,15,0,176140.0,Demonstrations,3487.0,37.2724,-119.9915
2024-06-22,North America,United States,California,Protests,Peaceful protest,16,0,181411.0,Demonstrations,3487.0,37.2724,-119.9915
2024-06-29,North America,United States,California,Protests,Peaceful protest,10,0,103818.0,Demonstrations,3487.0,37.2724,-119.9915
2024-07-06,North America,United States,California,Protests,Peaceful protest,8,0,90797.0,Demonstrations,3487.0,37.2724,-119.9915
2024-07-13,North America,United States,California,Protests,Peaceful protest,17,0,130393.0,Demonstrations,3487.0,37.2724,-119.9915
2024-07-20,North America,United States,California,Protests,Peaceful protest,19,0,141683.0,Demonstrations,3487.0,37.2724,-119.9915
2024-07-27,North America,United States,California,Protests,Peaceful protest,28,0,222125.0,Demonstrations,3487.0,37.2724,-119.9915
2024-08-03,North America,United States,California,Protests,Peaceful protest,18,0,137365.0,Demonstrations,3487.0,37.2724,-119.9915
2024-08-10,North America,United States,California,Protests,Peaceful protest,22,0,210995.0,Demonstrations,3487.0,37.2724,-119.9915
2024-08-17,North America,United States,California,Protests,Peaceful protest,23,0,195729.0,Demonstrations,3487.0,37.2724,-119.9915
2024-08-24,North America,United States,California,Protests,Peaceful protest,33,0,179156.0,Demonstrations,3487.0,37.2724,-119.9915
2024-08-31,North America,United States,California,Protests,Peaceful protest,24,0,151955.0,Demonstrations,3487.0,37.2724,-119.9915
2024-09-07,North America,United States,California,Protests,Peaceful protest,17,0,153565.0,Demonstrations,3487.0,37.2724,-119.9915
2024-09-14,North America,United States,California,Protests,Peaceful protest,25,0,150461.0,Demonstrations,3487.0,37.2724,-119.9915
2024-09-21,North America,United States,California,Protests,Peaceful protest,30,0,177762.0,Demonstrations,3487.0,37.2724,-119.9915
2024-09-28,North America,United States,California,Protests,Peaceful protest,29,0,209089.0,Demonstrations,3487.0,37.2724,-119.9915
2024-10-05,North America,United States,California,Protests,Peaceful protest,38,0,252122.0,Demonstrations,3487.0,37.2724,-119.9915
2024-10-12,North America,United States,California,Protests,Peaceful protest,43,0,314705.0,Demonstrations,3487.0,37.2724,-119.9915
2024-10-19,North America,United States,California,Protests,Peaceful protest,46,0,273448.0,Demonstrations,3487.0,37.2724,-119.9915
2024-10-26,North America,United States,California,Protests,Peaceful protest,27,0,238530.0,Demonstrations,3487.0,37.2724,-119.9915
2024-11-02,North America,United States,California,Protests,Peaceful protest,18,0,199520.0,Demonstrations,3487.0,37.2724,-119.9915
2024-11-09,North America,United States,California,Protests,Peaceful protest,28,0,199263.0,Demonstrations,3487.0,37.2724,-119.9915
2024-11-16,North America,United States,California,Protests,Peaceful protest,22,0,211321.0,Demonstrations,3487.0,37.2724,-119.9915
2024-11-23,North America,United States,California,Protests,Peaceful protest,14,0,122133.0,Demonstrations,3487.0,37.2724,-119.9915
2024-11-30,North America,United States,California,Protests,Peaceful protest,13,0,114593.0,Demonstrations,3487.0,37.2724,-119.9915
2024-12-07,North America,United States,California,Protests,Peaceful protest,11,0,102240.0,Demonstrations,3487.0,37.2724,-119.9915
2024-12-14,North America,United States,California,Protests,Peaceful protest,20,0,118374.0,Demonstrations,3487.0,37.2724,-119.9915
2024-12-21,North America,United States,California,Protests,Peaceful protest,11,0,114308.0,Demonstrations,3487.0,37.2724,-119.9915
2024-12-28,North America,United States,California,Protests,Peaceful protest,3,0,45881.0,Demonstrations,3487.0,37.2724,-119.9915
2025-01-04,North America,United States,California,Protests,Peaceful protest,11,0,69164.0,Demonstrations,3487.0,37.2724,-119.9915
2025-01-11,North America,United States,California,Protests,Peaceful protest,23,0,165253.0,Demonstrations,3487.0,37.2724,-119.9915
2025-01-18,North America,United States,California,Protests,Peaceful protest,27,0,245244.0,Demonstrations,3487.0,37.2724,-119.9915
2025-01-25,North America,United States,California,Protests,Peaceful protest,21,0,180387.0,Demonstrations,3487.0,37.2724,-119.9915
2025-02-01,North America,United States,California,Protests,Peaceful protest,52,0,380277.0,Demonstrations,3487.0,37.2724,-119.9915
2025-02-08,North America,United States,California,Protests,Peaceful protest,36,0,232000.0,Demonstrations,3487.0,37.2724,-119.9915
2025-02-15,North America,United States,California,Protests,Peaceful protest,69,0,348472.0,Demonstrations,3487.0,37.2724,-119.9915
2025-02-22,North America,United States,California,Protests,Peaceful protest,40,0,280724.0,Demonstrations,3487.0,37.2724,-119.9915
2025-03-01,North America,United States,California,Protests,Peaceful protest,59,0,326925.0,Demonstrations,3487.0,37.2724,-119.9915
2025-03-08,North America,United States,California,Protests,Peaceful protest,42,0,252098.0,Demonstrations,3487.0,37.2724,-119.9915
2025-03-15,North America,United States,California,Protests,Peaceful protest,37,0,207897.0,Demonstrations,3487.0,37.2724,-119.9915
2025-03-22,North America,United States,California,Protests,Peaceful protest,35,0,231855.0,Demonstrations,3487.0,37.2724,-119.9915
2025-03-29,North America,United States,California,Protests,Peaceful protest,52,0,347911.0,Demonstrations,3487.0,37.2724,-119.9915
2025-04-05,North America,United States,California,Protests,Peaceful protest,111,0,621627.0,Demonstrations,3487.0,37.2724,-119.9915
2025-04-12,North America,United States,California,Protests,Peaceful protest,39,0,286477.0,Demonstrations,3487.0,37.2724,-119.9915
2025-04-19,North America,United States,California,Protests,Peaceful protest,54,0,339931.0,Demonstrations,3487.0,37.2724,-119.9915
2025-04-26,North America,United States,California,Protests,Peaceful protest,67,0,432400.0,Demonstrations,3487.0,37.2724,-119.9915
2025-05-03,North America,United States,California,Protests,Peaceful protest,20,0,153656.0,Demonstrations,3487.0,37.2724,-119.9915
2025-05-10,North America,United States,California,Protests,Peaceful protest,20,0,171266.0,Demonstrations,3487.0,37.2724,-119.9915
2025-05-17,North America,United States,California,Protests,Peaceful protest,19,0,144744.0,Demonstrations,3487.0,37.2724,-119.9915
2025-05-24,North America,United States,California,Protests,Peaceful protest,9,0,66635.0,Demonstrations,3487.0,37.2724,-119.9915
2025-05-31,North America,United States,California,Protests,Peaceful protest,30,0,190308.0,Demonstrations,3487.0,37.2724,-119.9915
2025-06-07,North America,United States,California,Protests,Peaceful protest,71,0,425325.0,Demonstrations,3487.0,37.2724,-119.9915
2025-06-14,North America,United States,California,Protests,Peaceful protest,206,0,1124656.0,Demonstrations,3487.0,37.2724,-119.9915
2025-06-21,North America,United States,California,Protests,Peaceful protest,39,0,241059.0,Demonstrations,3487.0,37.2724,-119.9915
2025-06-28,North America,United States,California,Protests,Peaceful protest,28,0,230882.0,Demonstrations,3487.0,37.2724,-119.9915
2025-07-05,North America,United States,California,Protests,Peaceful protest,13,0,161843.0,Demonstrations,3487.0,37.2724,-119.9915
2025-07-12,North America,United States,California,Protests,Peaceful protest,68,0,412941.0,Demonstrations,3487.0,37.2724,-119.9915
2025-07-19,North America,United States,California,Protests,Peaceful protest,25,0,216654.0,Demonstrations,3487.0,37.2724,-119.9915
2025-07-26,North America,United States,California,Protests,Peaceful protest,30,0,233702.0,Demonstrations,3487.0,37.2724,-119.9915
2025-08-02,North America,United States,California,Protests,Peaceful protest,25,0,215052.0,Demonstrations,3487.0,37.2724,-119.9915
2025-08-09,North America,United States,California,Protests,Peaceful protest,19,0,156101.0,Demonstrations,3487.0,37.2724,-119.9915
2025-08-16,North America,United States,California,Protests,Peaceful protest,28,0,235130.0,Demonstrations,3487.0,37.2724,-119.9915
2025-08-23,North America,United States,California,Protests,Peaceful protest,18,0,132055.0,Demonstrations,3487.0,37.2724,-119.9915
2025-08-30,North America,United States,California,Protests,Peaceful protest,65,0,445829.0,Demonstrations,3487.0,37.2724,-119.9915
2025-09-06,North America,United States,California,Protests,Peaceful protest,17,0,125611.0,Demonstrations,3487.0,37.2724,-119.9915
2025-09-13,North America,United States,California,Protests,Peaceful protest,21,0,162229.0,Demonstrations,3487.0,37.2724,-119.9915
2025-09-20,North America,United States,California,Protests,Peaceful protest,16,0,135763.0,Demonstrations,3487.0,37.2724,-119.9915
2025-09-27,North America,United States,California,Protests,Peaceful protest,20,0,156234.0,Demonstrations,3487.0,37.2724,-119.9915
2025-10-04,North America,United States,California,Protests,Peaceful protest,14,0,166887.0,Demonstrations,3487.0,37.2724,-119.9915
2025-10-11,North America,United States,California,Protests,Peaceful protest,30,0,232231.0,Demonstrations,3487.0,37.2724,-119.9915
2025-10-18,North America,United States,California,Protests,Peaceful protest,232,0,1141494.0,Demonstrations,3487.0,37.2724,-119.9915
2025-10-25,North America,United States,California,Protests,Peaceful protest,22,0,130643.0,Demonstrations,3487.0,37.2724,-119.9915
2025-11-01,North America,United States,California,Protests,Peaceful protest,10,0,133573.0,Demonstrations,3487.0,37.2724,-119.9915
2025-11-08,North America,United States,California,Protests,Peaceful protest,12,0,159784.0,Demonstrations,3487.0,37.2724,-119.9915
2025-11-15,North America,United States,California,Protests,Peaceful protest,23,0,98737.0,Demonstrations,3487.0,37.2724,-119.9915
2025-11-22,North America,United States,California,Protests,Peaceful protest,21,0,82568.0,Demonstrations,3487.0,37.2724,-119.9915
2025-11-29,North America,United States,California,Protests,Peaceful protest,18,0,122768.0,Demonstrations,3487.0,37.2724,-119.9915
2025-12-06,North America,United States,California,Protests,Peaceful protest,17,0,209349.0,Demonstrations,3487.0,37.2724,-119.9915
2025-12-13,North America,United States,California,Protests,Peaceful protest,19,0,169411.0,Demonstrations,3487.0,37.2724,-119.9915
2025-12-20,North America,United States,California,Protests,Peaceful protest,5,0,91179.0,Demonstrations,3487.0,37.2724,-119.9915
2025-12-27,North America,United States,California,Protests,Peaceful protest,4,0,47821.0,Demonstrations,3487.0,37.2724,-119.9915
2026-01-03,North America,United States,California,Protests,Peaceful protest,44,0,256760.0,Demonstrations,3487.0,37.2724,-119.9915
2026-01-10,North America,United States,California,Protests,Peaceful protest,93,0,535486.0,Demonstrations,3487.0,37.2724,-119.9915
2026-01-17,North America,United States,California,Protests,Peaceful protest,74,0,293555.0,Demonstrations,3487.0,37.2724,-119.9915
2026-01-24,North America,United States,California,Protests,Peaceful protest,101,0,363832.0,Demonstrations,3487.0,37.2724,-119.9915
2026-01-31,North America,United States,California,Protests,Peaceful protest,63,0,364824.0,Demonstrations,3487.0,37.2724,-119.9915
2026-02-07,North America,United States,California,Protests,Peaceful protest,51,0,297696.0,Demonstrations,3487.0,37.2724,-119.9915
2026-02-14,North America,United States,California,Protests,Peaceful protest,39,0,274052.0,Demonstrations,3487.0,37.2724,-119.9915
2026-02-21,North America,United States,California,Protests,Peaceful protest,23,0,175026.0,Demonstrations,3487.0,37.2724,-119.9915
2026-02-28,North America,United States,California,Protests,Peaceful protest,23,0,167672.0,Demonstrations,3487.0,37.2724,-119.9915
2026-03-07,North America,United States,California,Protests,Peaceful protest,20,0,147792.0,Demonstrations,3487.0,37.2724,-119.9915
2026-03-14,North America,United States,California,Protests,Peaceful protest,11,0,59633.0,Demonstrations,3487.0,37.2724,-119.9915
2026-03-21,North America,United States,California,Protests,Peaceful protest,9,0,41705.0,Demonstrations,3487.0,37.2724,-119.9915
2026-03-28,North America,United States,California,Protests,Peaceful protest,246,0,224790.0,Demonstrations,3487.0,37.2724,-119.9915
2020-01-11,North America,United States,California,Protests,Protest with intervention,2,0,26595.0,Demonstrations,3487.0,37.2724,-119.9915
2020-02-08,North America,United States,California,Protests,Protest with intervention,2,0,18543.0,Demonstrations,3487.0,37.2724,-119.9915
2020-02-15,North America,United States,California,Protests,Protest with intervention,2,0,22634.0,Demonstrations,3487.0,37.2724,-119.9915
2020-02-22,North America,United States,California,Protests,Protest with intervention,1,0,9031.0,Demonstrations,3487.0,37.2724,-119.9915
2020-03-14,North America,United States,California,Protests,Protest with intervention,1,0,29334.0,Demonstrations,3487.0,37.2724,-119.9915
2020-04-04,North America,United States,California,Protests,Protest with intervention,2,0,52592.0,Demonstrations,3487.0,37.2724,-119.9915
2020-04-11,North America,United States,California,Protests,Protest with intervention,1,0,10628.0,Demonstrations,3487.0,37.2724,-119.9915
2020-04-25,North America,United States,California,Protests,Protest with intervention,3,0,42991.0,Demonstrations,3487.0,37.2724,-119.9915
2020-05-09,North America,United States,California,Protests,Protest with intervention,2,0,14724.0,Demonstrations,3487.0,37.2724,-119.9915
2020-05-16,North America,United States,California,Protests,Protest with intervention,1,0,10061.0,Demonstrations,3487.0,37.2724,-119.9915
2020-05-23,North America,United States,California,Protests,Protest with intervention,1,0,7519.0,Demonstrations,3487.0,37.2724,-119.9915
2020-05-30,North America,United States,California,Protests,Protest with intervention,29,0,201938.0,Demonstrations,3487.0,37.2724,-119.9915
2020-06-06,North America,United States,California,Protests,Protest with intervention,4,0,37850.0,Demonstrations,3487.0,37.2724,-119.9915
2020-06-13,North America,United States,California,Protests,Protest with intervention,2,0,39919.0,Demonstrations,3487.0,37.2724,-119.9915
2020-06-20,North America,United States,California,Protests,Protest with intervention,4,0,32728.0,Demonstrations,3487.0,37.2724,-119.9915
2020-06-27,North America,United States,California,Protests,Protest with intervention,1,0,2092.0,Demonstrations,3487.0,37.2724,-119.9915
2020-07-04,North America,United States,California,Protests,Protest with intervention,1,0,4794.0,Demonstrations,3487.0,37.2724,-119.9915
2020-07-11,North America,United States,California,Protests,Protest with intervention,2,0,29337.0,Demonstrations,3487.0,37.2724,-119.9915
2020-07-18,North America,United States,California,Protests,Protest with intervention,2,0,8915.0,Demonstrations,3487.0,37.2724,-119.9915
2020-07-25,North America,United States,California,Protests,Protest with intervention,2,0,13891.0,Demonstrations,3487.0,37.2724,-119.9915
2020-08-01,North America,United States,California,Protests,Protest with intervention,4,0,50822.0,Demonstrations,3487.0,37.2724,-119.9915
2020-08-08,North America,United States,California,Protests,Protest with intervention,2,0,4869.0,Demonstrations,3487.0,37.2724,-119.9915
2020-08-15,North America,United States,California,Protests,Protest with intervention,1,0,11582.0,Demonstrations,3487.0,37.2724,-119.9915
2020-08-22,North America,United States,California,Protests,Protest with intervention,2,0,37401.0,Demonstrations,3487.0,37.2724,-119.9915
2020-08-29,North America,United States,California,Protests,Protest with intervention,4,0,40260.0,Demonstrations,3487.0,37.2724,-119.9915
2020-09-05,North America,United States,California,Protests,Protest with intervention,2,0,63459.0,Demonstrations,3487.0,37.2724,-119.9915
2020-09-12,North America,United States,California,Protests,Protest with intervention,2,0,12982.0,Demonstrations,3487.0,37.2724,-119.9915
2020-09-19,North America,United States,California,Protests,Protest with intervention,5,0,52526.0,Demonstrations,3487.0,37.2724,-119.9915
2020-09-26,North America,United States,California,Protests,Protest with intervention,3,0,7404.0,Demonstrations,3487.0,37.2724,-119.9915
2020-10-03,North America,United States,California,Protests,Protest with intervention,1,0,6385.0,Demonstrations,3487.0,37.2724,-119.9915
2020-10-10,North America,United States,California,Protests,Protest with intervention,2,0,9780.0,Demonstrations,3487.0,37.2724,-119.9915
2020-10-17,North America,United States,California,Protests,Protest with intervention,2,0,4554.0,Demonstrations,3487.0,37.2724,-119.9915
2020-10-24,North America,United States,California,Protests,Protest with intervention,1,0,1432.0,Demonstrations,3487.0,37.2724,-119.9915
2020-10-31,North America,United States,California,Protests,Protest with intervention,3,0,64201.0,Demonstrations,3487.0,37.2724,-119.9915
2020-11-07,North America,United States,California,Protests,Protest with intervention,2,0,17013.0,Demonstrations,3487.0,37.2724,-119.9915
2020-11-14,North America,United States,California,Protests,Protest with intervention,3,0,41711.0,Demonstrations,3487.0,37.2724,-119.9915
2020-11-21,North America,United States,California,Protests,Protest with intervention,4,0,49929.0,Demonstrations,3487.0,37.2724,-119.9915
2021-01-02,North America,United States,California,Protests,Protest with intervention,1,0,6198.0,Demonstrations,3487.0,37.2724,-119.9915
2021-01-09,North America,United States,California,Protests,Protest with intervention,1,0,9604.0,Demonstrations,3487.0,37.2724,-119.9915
2021-01-16,North America,United States,California,Protests,Protest with intervention,3,0,22501.0,Demonstrations,3487.0,37.2724,-119.9915
2021-01-23,North America,United States,California,Protests,Protest with intervention,3,0,51473.0,Demonstrations,3487.0,37.2724,-119.9915
2021-01-30,North America,United States,California,Protests,Protest with intervention,1,0,30143.0,Demonstrations,3487.0,37.2724,-119.9915
2021-02-20,North America,United States,California,Protests,Protest with intervention,2,0,13279.0,Demonstrations,3487.0,37.2724,-119.9915
2021-02-27,North America,United States,California,Protests,Protest with intervention,2,0,14719.0,Demonstrations,3487.0,37.2724,-119.9915
2021-03-06,North America,United States,California,Protests,Protest with intervention,2,0,53739.0,Demonstrations,3487.0,37.2724,-119.9915
2021-04-03,North America,United States,California,Protests,Protest with intervention,1,0,5950.0,Demonstrations,3487.0,37.2724,-119.9915
2021-04-10,North America,United States,California,Protests,Protest with intervention,2,0,57201.0,Demonstrations,3487.0,37.2724,-119.9915
2021-04-17,North America,United States,California,Protests,Protest with intervention,2,0,31695.0,Demonstrations,3487.0,37.2724,-119.9915
2021-05-15,North America,United States,California,Protests,Protest with intervention,1,0,4089.0,Demonstrations,3487.0,37.2724,-119.9915
2021-05-29,North America,United States,California,Protests,Protest with intervention,1,0,5950.0,Demonstrations,3487.0,37.2724,-119.9915
2021-06-05,North America,United States,California,Protests,Protest with intervention,1,0,7186.0,Demonstrations,3487.0,37.2724,-119.9915
2021-06-12,North America,United States,California,Protests,Protest with intervention,1,0,30143.0,Demonstrations,3487.0,37.2724,-119.9915
2021-07-17,North America,United States,California,Protests,Protest with intervention,2,0,58766.0,Demonstrations,3487.0,37.2724,-119.9915
2021-08-07,North America,United States,California,Protests,Protest with intervention,1,0,16366.0,Demonstrations,3487.0,37.2724,-119.9915
2021-09-04,North America,United States,California,Protests,Protest with intervention,1,0,4089.0,Demonstrations,3487.0,37.2724,-119.9915
2021-09-11,North America,United States,California,Protests,Protest with intervention,1,0,7268.0,Demonstrations,3487.0,37.2724,-119.9915
2021-09-25,North America,United States,California,Protests,Protest with intervention,4,0,47555.0,Demonstrations,3487.0,37.2724,-119.9915
2021-10-16,North America,United States,California,Protests,Protest with intervention,1,0,491.0,Demonstrations,3487.0,37.2724,-119.9915
2021-11-06,North America,United States,California,Protests,Protest with intervention,1,0,9604.0,Demonstrations,3487.0,37.2724,-119.9915
2021-11-13,North America,United States,California,Protests,Protest with intervention,1,0,4089.0,Demonstrations,3487.0,37.2724,-119.9915
2022-02-19,North America,United States,California,Protests,Protest with intervention,1,0,9707.0,Demonstrations,3487.0,37.2724,-119.9915
2022-03-12,North America,United States,California,Protests,Protest with intervention,1,0,36295.0,Demonstrations,3487.0,37.2724,-119.9915
2022-04-02,North America,United States,California,Protests,Protest with intervention,1,0,27004.0,Demonstrations,3487.0,37.2724,-119.9915
2022-04-23,North America,United States,California,Protests,Protest with intervention,2,0,46002.0,Demonstrations,3487.0,37.2724,-119.9915
2022-06-04,North America,United States,California,Protests,Protest with intervention,3,0,87261.0,Demonstrations,3487.0,37.2724,-119.9915
2022-07-02,North America,United States,California,Protests,Protest with intervention,1,0,27004.0,Demonstrations,3487.0,37.2724,-119.9915
2022-07-09,North America,United States,California,Protests,Protest with intervention,1,0,27004.0,Demonstrations,3487.0,37.2724,-119.9915
2022-07-16,North America,United States,California,Protests,Protest with intervention,1,0,17433.0,Demonstrations,3487.0,37.2724,-119.9915
2022-07-23,North America,United States,California,Protests,Protest with intervention,1,0,27004.0,Demonstrations,3487.0,37.2724,-119.9915
2022-07-30,North America,United States,California,Protests,Protest with intervention,2,0,20785.0,Demonstrations,3487.0,37.2724,-119.9915
2022-08-06,North America,United States,California,Protests,Protest with intervention,1,0,27004.0,Demonstrations,3487.0,37.2724,-119.9915
2022-08-27,North America,United States,California,Protests,Protest with intervention,2,0,43584.0,Demonstrations,3487.0,37.2724,-119.9915
2022-09-03,North America,United States,California,Protests,Protest with intervention,1,0,27004.0,Demonstrations,3487.0,37.2724,-119.9915
2022-09-10,North America,United States,California,Protests,Protest with intervention,1,0,36295.0,Demonstrations,3487.0,37.2724,-119.9915
2022-09-17,North America,United States,California,Protests,Protest with intervention,1,0,2372.0,Demonstrations,3487.0,37.2724,-119.9915
2022-10-15,North America,United States,California,Protests,Protest with intervention,2,0,35927.0,Demonstrations,3487.0,37.2724,-119.9915
2022-12-03,North America,United States,California,Protests,Protest with intervention,1,0,9707.0,Demonstrations,3487.0,37.2724,-119.9915
2022-12-10,North America,United States,California,Protests,Protest with intervention,1,0,9707.0,Demonstrations,3487.0,37.2724,-119.9915
2023-01-14,North America,United States,California,Protests,Protest with intervention,1,0,3965.0,Demonstrations,3487.0,37.2724,-119.9915
2023-01-21,North America,United States,California,Protests,Protest with intervention,1,0,14192.0,Demonstrations,3487.0,37.2724,-119.9915
2023-02-18,North America,United States,California,Protests,Protest with intervention,1,0,26985.0,Demonstrations,3487.0,37.2724,-119.9915
2023-04-08,North America,United States,California,Protests,Protest with intervention,1,0,441.0,Demonstrations,3487.0,37.2724,-119.9915
2023-04-29,North America,United States,California,Protests,Protest with intervention,1,0,26985.0,Demonstrations,3487.0,37.2724,-119.9915
2023-05-13,North America,United States,California,Protests,Protest with intervention,1,0,17593.0,Demonstrations,3487.0,37.2724,-119.9915
2023-05-20,North America,United States,California,Protests,Protest with intervention,2,0,69826.0,Demonstrations,3487.0,37.2724,-119.9915
2023-06-17,North America,United States,California,Protests,Protest with intervention,1,0,9846.0,Demonstrations,3487.0,37.2724,-119.9915
2023-07-08,North America,United States,California,Protests,Protest with intervention,1,0,37598.0,Demonstrations,3487.0,37.2724,-119.9915
2023-08-05,North America,United States,California,Protests,Protest with intervention,1,0,17593.0,Demonstrations,3487.0,37.2724,-119.9915
2023-08-12,North America,United States,California,Protests,Protest with intervention,1,0,7417.0,Demonstrations,3487.0,37.2724,-119.9915
2023-08-19,North America,United States,California,Protests,Protest with intervention,1,0,26985.0,Demonstrations,3487.0,37.2724,-119.9915
2023-09-02,North America,United States,California,Protests,Protest with intervention,1,0,26985.0,Demonstrations,3487.0,37.2724,-119.9915
2023-09-23,North America,United States,California,Protests,Protest with intervention,2,0,28644.0,Demonstrations,3487.0,37.2724,-119.9915
2023-09-30,North America,United States,California,Protests,Protest with intervention,1,0,7545.0,Demonstrations,3487.0,37.2724,-119.9915
2023-10-14,North America,United States,California,Protests,Protest with intervention,2,0,12619.0,Demonstrations,3487.0,37.2724,-119.9915
2023-10-21,North America,United States,California,Protests,Protest with intervention,2,0,64583.0,Demonstrations,3487.0,37.2724,-119.9915
2023-10-28,North America,United States,California,Protests,Protest with intervention,2,0,24454.0,Demonstrations,3487.0,37.2724,-119.9915
2023-11-11,North America,United States,California,Protests,Protest with intervention,3,0,51790.0,Demonstrations,3487.0,37.2724,-119.9915
2023-11-18,North America,United States,California,Protests,Protest with intervention,1,0,5919.0,Demonstrations,3487.0,37.2724,-119.9915
2023-11-25,North America,United States,California,Protests,Protest with intervention,1,0,2871.0,Demonstrations,3487.0,37.2724,-119.9915
2023-12-02,North America,United States,California,Protests,Protest with intervention,1,0,37598.0,Demonstrations,3487.0,37.2724,-119.9915
