WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2026-01-24,North America,United States,Minnesota,Protests,Excessive force against protesters,1,1,15834.0,Political violence; Demonstrations,3506.0,46.4526,-94.5044
2020-01-04,North America,United States,Minnesota,Protests,Peaceful protest,5,0,16872.0,Demonstrations,3506.0,46.4526,-94.5044
2020-01-11,North America,United States,Minnesota,Protests,Peaceful protest,2,0,4865.0,Demonstrations,3506.0,46.4526,-94.5044
2020-01-18,North America,United States,Minnesota,Protests,Peaceful protest,4,0,12803.0,Demonstrations,3506.0,46.4526,-94.5044
2020-01-25,North America,United States,Minnesota,Protests,Peaceful protest,1,0,7938.0,Demonstrations,3506.0,46.4526,-94.5044
2020-02-01,North America,United States,Minnesota,Protests,Peaceful protest,2,0,14776.0,Demonstrations,3506.0,46.4526,-94.5044
2020-02-08,North America,United States,Minnesota,Protests,Peaceful protest,6,0,25680.0,Demonstrations,3506.0,46.4526,-94.5044
2020-02-15,North America,United States,Minnesota,Protests,Peaceful protest,2,0,20112.0,Demonstrations,3506.0,46.4526,-94.5044
2020-02-22,North America,United States,Minnesota,Protests,Peaceful protest,2,0,20112.0,Demonstrations,3506.0,46.4526,-94.5044
2020-02-29,North America,United States,Minnesota,Protests,Peaceful protest,2,0,20112.0,Demonstrations,3506.0,46.4526,-94.5044
2020-03-07,North America,United States,Minnesota,Protests,Peaceful protest,4,0,20112.0,Demonstrations,3506.0,46.4526,-94.5044
2020-03-21,North America,United States,Minnesota,Protests,Peaceful protest,2,0,7938.0,Demonstrations,3506.0,46.4526,-94.5044
2020-04-04,North America,United States,Minnesota,Protests,Peaceful protest,2,0,20112.0,Demonstrations,3506.0,46.4526,-94.5044
2020-04-11,North America,United States,Minnesota,Protests,Peaceful protest,3,0,7938.0,Demonstrations,3506.0,46.4526,-94.5044
2020-04-18,North America,United States,Minnesota,Protests,Peaceful protest,2,0,8672.0,Demonstrations,3506.0,46.4526,-94.5044
2020-04-25,North America,United States,Minnesota,Protests,Peaceful protest,6,0,26893.0,Demonstrations,3506.0,46.4526,-94.5044
2020-05-02,North America,United States,Minnesota,Protests,Peaceful protest,3,0,20112.0,Demonstrations,3506.0,46.4526,-94.5044
2020-05-09,North America,United States,Minnesota,Protests,Peaceful protest,1,0,12174.0,Demonstrations,3506.0,46.4526,-94.5044
2020-05-16,North America,United States,Minnesota,Protests,Peaceful protest,4,0,11171.0,Demonstrations,3506.0,46.4526,-94.5044
2020-05-23,North America,United States,Minnesota,Protests,Peaceful protest,12,0,37459.0,Demonstrations,3506.0,46.4526,-94.5044
2020-05-30,North America,United States,Minnesota,Protests,Peaceful protest,36,0,71448.0,Demonstrations,3506.0,46.4526,-94.5044
2020-06-06,North America,United States,Minnesota,Protests,Peaceful protest,16,0,41387.0,Demonstrations,3506.0,46.4526,-94.5044
2020-06-13,North America,United States,Minnesota,Protests,Peaceful protest,14,0,32296.0,Demonstrations,3506.0,46.4526,-94.5044
2020-06-20,North America,United States,Minnesota,Protests,Peaceful protest,9,0,31129.0,Demonstrations,3506.0,46.4526,-94.5044
2020-06-27,North America,United States,Minnesota,Protests,Peaceful protest,14,0,31390.0,Demonstrations,3506.0,46.4526,-94.5044
2020-07-04,North America,United States,Minnesota,Protests,Peaceful protest,15,0,35310.0,Demonstrations,3506.0,46.4526,-94.5044
2020-07-11,North America,United States,Minnesota,Protests,Peaceful protest,6,0,26328.0,Demonstrations,3506.0,46.4526,-94.5044
2020-07-18,North America,United States,Minnesota,Protests,Peaceful protest,8,0,23699.0,Demonstrations,3506.0,46.4526,-94.5044
2020-07-25,North America,United States,Minnesota,Protests,Peaceful protest,5,0,20230.0,Demonstrations,3506.0,46.4526,-94.5044
2020-08-01,North America,United States,Minnesota,Protests,Peaceful protest,6,0,24676.0,Demonstrations,3506.0,46.4526,-94.5044
2020-08-08,North America,United States,Minnesota,Protests,Peaceful protest,9,0,23741.0,Demonstrations,3506.0,46.4526,-94.5044
2020-08-15,North America,United States,Minnesota,Protests,Peaceful protest,8,0,31303.0,Demonstrations,3506.0,46.4526,-94.5044
2020-08-22,North America,United States,Minnesota,Protests,Peaceful protest,11,0,36321.0,Demonstrations,3506.0,46.4526,-94.5044
2020-08-29,North America,United States,Minnesota,Protests,Peaceful protest,3,0,7938.0,Demonstrations,3506.0,46.4526,-94.5044
2020-09-05,North America,United States,Minnesota,Protests,Peaceful protest,6,0,18440.0,Demonstrations,3506.0,46.4526,-94.5044
2020-09-12,North America,United States,Minnesota,Protests,Peaceful protest,10,0,34765.0,Demonstrations,3506.0,46.4526,-94.5044
2020-09-19,North America,United States,Minnesota,Protests,Peaceful protest,7,0,28962.0,Demonstrations,3506.0,46.4526,-94.5044
2020-09-26,North America,United States,Minnesota,Protests,Peaceful protest,5,0,18782.0,Demonstrations,3506.0,46.4526,-94.5044
2020-10-03,North America,United States,Minnesota,Protests,Peaceful protest,9,0,24977.0,Demonstrations,3506.0,46.4526,-94.5044
2020-10-10,North America,United States,Minnesota,Protests,Peaceful protest,7,0,23067.0,Demonstrations,3506.0,46.4526,-94.5044
2020-10-17,North America,United States,Minnesota,Protests,Peaceful protest,3,0,12458.0,Demonstrations,3506.0,46.4526,-94.5044
2020-10-24,North America,United States,Minnesota,Protests,Peaceful protest,4,0,16554.0,Demonstrations,3506.0,46.4526,-94.5044
2020-10-31,North America,United States,Minnesota,Protests,Peaceful protest,6,0,29641.0,Demonstrations,3506.0,46.4526,-94.5044
2020-11-07,North America,United States,Minnesota,Protests,Peaceful protest,5,0,22180.0,Demonstrations,3506.0,46.4526,-94.5044
2020-11-14,North America,United States,Minnesota,Protests,Peaceful protest,5,0,20167.0,Demonstrations,3506.0,46.4526,-94.5044
2020-11-21,North America,United States,Minnesota,Protests,Peaceful protest,2,0,7938.0,Demonstrations,3506.0,46.4526,-94.5044
2020-11-28,North America,United States,Minnesota,Protests,Peaceful protest,4,0,21925.0,Demonstrations,3506.0,46.4526,-94.5044
2020-12-05,North America,United States,Minnesota,Protests,Peaceful protest,2,0,8888.0,Demonstrations,3506.0,46.4526,-94.5044
2020-12-12,North America,United States,Minnesota,Protests,Peaceful protest,3,0,1877.0,Demonstrations,3506.0,46.4526,-94.5044
2020-12-19,North America,United States,Minnesota,Protests,Peaceful protest,4,0,22791.0,Demonstrations,3506.0,46.4526,-94.5044
2020-12-26,North America,United States,Minnesota,Protests,Peaceful protest,2,0,12174.0,Demonstrations,3506.0,46.4526,-94.5044
2021-01-02,North America,United States,Minnesota,Protests,Peaceful protest,6,0,31910.0,Demonstrations,3506.0,46.4526,-94.5044
2021-01-09,North America,United States,Minnesota,Protests,Peaceful protest,9,0,30404.0,Demonstrations,3506.0,46.4526,-94.5044
2021-01-16,North America,United States,Minnesota,Protests,Peaceful protest,11,0,31042.0,Demonstrations,3506.0,46.4526,-94.5044
2021-01-23,North America,United States,Minnesota,Protests,Peaceful protest,3,0,8446.0,Demonstrations,3506.0,46.4526,-94.5044
2021-01-30,North America,United States,Minnesota,Protests,Peaceful protest,7,0,26507.0,Demonstrations,3506.0,46.4526,-94.5044
2021-02-06,North America,United States,Minnesota,Protests,Peaceful protest,1,0,8085.0,Demonstrations,3506.0,46.4526,-94.5044
2021-02-13,North America,United States,Minnesota,Protests,Peaceful protest,3,0,9945.0,Demonstrations,3506.0,46.4526,-94.5044
2021-02-20,North America,United States,Minnesota,Protests,Peaceful protest,2,0,8304.0,Demonstrations,3506.0,46.4526,-94.5044
2021-02-27,North America,United States,Minnesota,Protests,Peaceful protest,9,0,29365.0,Demonstrations,3506.0,46.4526,-94.5044
2021-03-06,North America,United States,Minnesota,Protests,Peaceful protest,10,0,25959.0,Demonstrations,3506.0,46.4526,-94.5044
2021-03-13,North America,United States,Minnesota,Protests,Peaceful protest,12,0,25563.0,Demonstrations,3506.0,46.4526,-94.5044
2021-03-20,North America,United States,Minnesota,Protests,Peaceful protest,6,0,25219.0,Demonstrations,3506.0,46.4526,-94.5044
2021-03-27,North America,United States,Minnesota,Protests,Peaceful protest,13,0,33233.0,Demonstrations,3506.0,46.4526,-94.5044
2021-04-03,North America,United States,Minnesota,Protests,Peaceful protest,5,0,17946.0,Demonstrations,3506.0,46.4526,-94.5044
2021-04-10,North America,United States,Minnesota,Protests,Peaceful protest,9,0,36921.0,Demonstrations,3506.0,46.4526,-94.5044
2021-04-17,North America,United States,Minnesota,Protests,Peaceful protest,39,0,74962.0,Demonstrations,3506.0,46.4526,-94.5044
2021-04-24,North America,United States,Minnesota,Protests,Peaceful protest,13,0,33130.0,Demonstrations,3506.0,46.4526,-94.5044
2021-05-01,North America,United States,Minnesota,Protests,Peaceful protest,10,0,29409.0,Demonstrations,3506.0,46.4526,-94.5044
2021-05-08,North America,United States,Minnesota,Protests,Peaceful protest,3,0,23728.0,Demonstrations,3506.0,46.4526,-94.5044
2021-05-15,North America,United States,Minnesota,Protests,Peaceful protest,7,0,30520.0,Demonstrations,3506.0,46.4526,-94.5044
2021-05-22,North America,United States,Minnesota,Protests,Peaceful protest,9,0,28890.0,Demonstrations,3506.0,46.4526,-94.5044
2021-05-29,North America,United States,Minnesota,Protests,Peaceful protest,2,0,15643.0,Demonstrations,3506.0,46.4526,-94.5044
2021-06-05,North America,United States,Minnesota,Protests,Peaceful protest,10,0,16778.0,Demonstrations,3506.0,46.4526,-94.5044
2021-06-12,North America,United States,Minnesota,Protests,Peaceful protest,3,0,20770.0,Demonstrations,3506.0,46.4526,-94.5044
2021-06-19,North America,United States,Minnesota,Protests,Peaceful protest,3,0,12690.0,Demonstrations,3506.0,46.4526,-94.5044
2021-06-26,North America,United States,Minnesota,Protests,Peaceful protest,4,0,22076.0,Demonstrations,3506.0,46.4526,-94.5044
2021-07-03,North America,United States,Minnesota,Protests,Peaceful protest,5,0,26141.0,Demonstrations,3506.0,46.4526,-94.5044
2021-07-10,North America,United States,Minnesota,Protests,Peaceful protest,9,0,25972.0,Demonstrations,3506.0,46.4526,-94.5044
2021-07-17,North America,United States,Minnesota,Protests,Peaceful protest,1,0,12685.0,Demonstrations,3506.0,46.4526,-94.5044
2021-07-24,North America,United States,Minnesota,Protests,Peaceful protest,3,0,22727.0,Demonstrations,3506.0,46.4526,-94.5044
2021-07-31,North America,United States,Minnesota,Protests,Peaceful protest,1,0,12685.0,Demonstrations,3506.0,46.4526,-94.5044
2021-08-07,North America,United States,Minnesota,Protests,Peaceful protest,6,0,10604.0,Demonstrations,3506.0,46.4526,-94.5044
2021-08-14,North America,United States,Minnesota,Protests,Peaceful protest,7,0,33401.0,Demonstrations,3506.0,46.4526,-94.5044
2021-08-21,North America,United States,Minnesota,Protests,Peaceful protest,2,0,8085.0,Demonstrations,3506.0,46.4526,-94.5044
2021-08-28,North America,United States,Minnesota,Protests,Peaceful protest,3,0,22679.0,Demonstrations,3506.0,46.4526,-94.5044
2021-09-04,North America,United States,Minnesota,Protests,Peaceful protest,7,0,22956.0,Demonstrations,3506.0,46.4526,-94.5044
2021-09-11,North America,United States,Minnesota,Protests,Peaceful protest,2,0,9511.0,Demonstrations,3506.0,46.4526,-94.5044
2021-09-18,North America,United States,Minnesota,Protests,Peaceful protest,3,0,17830.0,Demonstrations,3506.0,46.4526,-94.5044
2021-09-25,North America,United States,Minnesota,Protests,Peaceful protest,5,0,18009.0,Demonstrations,3506.0,46.4526,-94.5044
2021-10-02,North America,United States,Minnesota,Protests,Peaceful protest,3,0,14921.0,Demonstrations,3506.0,46.4526,-94.5044
2021-10-16,North America,United States,Minnesota,Protests,Peaceful protest,2,0,12824.0,Demonstrations,3506.0,46.4526,-94.5044
2021-10-23,North America,United States,Minnesota,Protests,Peaceful protest,3,0,17812.0,Demonstrations,3506.0,46.4526,-94.5044
2021-11-06,North America,United States,Minnesota,Protests,Peaceful protest,4,0,17473.0,Demonstrations,3506.0,46.4526,-94.5044
2021-11-13,North America,United States,Minnesota,Protests,Peaceful protest,6,0,15698.0,Demonstrations,3506.0,46.4526,-94.5044
2021-11-20,North America,United States,Minnesota,Protests,Peaceful protest,5,0,21612.0,Demonstrations,3506.0,46.4526,-94.5044
2021-11-27,North America,United States,Minnesota,Protests,Peaceful protest,4,0,17763.0,Demonstrations,3506.0,46.4526,-94.5044
2021-12-04,North America,United States,Minnesota,Protests,Peaceful protest,3,0,14631.0,Demonstrations,3506.0,46.4526,-94.5044
2021-12-11,North America,United States,Minnesota,Protests,Peaceful protest,5,0,25552.0,Demonstrations,3506.0,46.4526,-94.5044
2021-12-18,North America,United States,Minnesota,Protests,Peaceful protest,2,0,15393.0,Demonstrations,3506.0,46.4526,-94.5044
2021-12-25,North America,United States,Minnesota,Protests,Peaceful protest,2,0,20770.0,Demonstrations,3506.0,46.4526,-94.5044
2022-01-01,North America,United States,Minnesota,Protests,Peaceful protest,2,0,11207.0,Demonstrations,3506.0,46.4526,-94.5044
2022-01-08,North America,United States,Minnesota,Protests,Peaceful protest,1,0,526.0,Demonstrations,3506.0,46.4526,-94.5044
2022-01-15,North America,United States,Minnesota,Protests,Peaceful protest,5,0,24194.0,Demonstrations,3506.0,46.4526,-94.5044
2022-01-22,North America,United States,Minnesota,Protests,Peaceful protest,5,0,23762.0,Demonstrations,3506.0,46.4526,-94.5044
2022-01-29,North America,United States,Minnesota,Protests,Peaceful protest,2,0,13220.0,Demonstrations,3506.0,46.4526,-94.5044
2022-02-05,North America,United States,Minnesota,Protests,Peaceful protest,7,0,21464.0,Demonstrations,3506.0,46.4526,-94.5044
2022-02-12,North America,United States,Minnesota,Protests,Peaceful protest,10,0,25910.0,Demonstrations,3506.0,46.4526,-94.5044
2022-02-19,North America,United States,Minnesota,Protests,Peaceful protest,6,0,21464.0,Demonstrations,3506.0,46.4526,-94.5044
2022-02-26,North America,United States,Minnesota,Protests,Peaceful protest,7,0,21449.0,Demonstrations,3506.0,46.4526,-94.5044
2022-03-05,North America,United States,Minnesota,Protests,Peaceful protest,9,0,27182.0,Demonstrations,3506.0,46.4526,-94.5044
2022-03-12,North America,United States,Minnesota,Protests,Peaceful protest,17,0,35516.0,Demonstrations,3506.0,46.4526,-94.5044
2022-03-19,North America,United States,Minnesota,Protests,Peaceful protest,7,0,29481.0,Demonstrations,3506.0,46.4526,-94.5044
2022-03-26,North America,United States,Minnesota,Protests,Peaceful protest,3,0,6561.0,Demonstrations,3506.0,46.4526,-94.5044
2022-04-02,North America,United States,Minnesota,Protests,Peaceful protest,3,0,15115.0,Demonstrations,3506.0,46.4526,-94.5044
2022-04-09,North America,United States,Minnesota,Protests,Peaceful protest,3,0,27182.0,Demonstrations,3506.0,46.4526,-94.5044
2022-04-16,North America,United States,Minnesota,Protests,Peaceful protest,4,0,8298.0,Demonstrations,3506.0,46.4526,-94.5044
2022-04-23,North America,United States,Minnesota,Protests,Peaceful protest,4,0,13220.0,Demonstrations,3506.0,46.4526,-94.5044
2022-04-30,North America,United States,Minnesota,Protests,Peaceful protest,8,0,32192.0,Demonstrations,3506.0,46.4526,-94.5044
2022-05-07,North America,United States,Minnesota,Protests,Peaceful protest,1,0,2520.0,Demonstrations,3506.0,46.4526,-94.5044
2022-05-14,North America,United States,Minnesota,Protests,Peaceful protest,5,0,19991.0,Demonstrations,3506.0,46.4526,-94.5044
2022-05-21,North America,United States,Minnesota,Protests,Peaceful protest,9,0,32812.0,Demonstrations,3506.0,46.4526,-94.5044
2022-05-28,North America,United States,Minnesota,Protests,Peaceful protest,4,0,21464.0,Demonstrations,3506.0,46.4526,-94.5044
2022-06-04,North America,United States,Minnesota,Protests,Peaceful protest,1,0,13220.0,Demonstrations,3506.0,46.4526,-94.5044
2022-06-11,North America,United States,Minnesota,Protests,Peaceful protest,9,0,34452.0,Demonstrations,3506.0,46.4526,-94.5044
2022-06-18,North America,United States,Minnesota,Protests,Peaceful protest,7,0,35606.0,Demonstrations,3506.0,46.4526,-94.5044
2022-06-25,North America,United States,Minnesota,Protests,Peaceful protest,8,0,22943.0,Demonstrations,3506.0,46.4526,-94.5044
2022-07-02,North America,United States,Minnesota,Protests,Peaceful protest,5,0,26714.0,Demonstrations,3506.0,46.4526,-94.5044
2022-07-09,North America,United States,Minnesota,Protests,Peaceful protest,2,0,4329.0,Demonstrations,3506.0,46.4526,-94.5044
2022-07-16,North America,United States,Minnesota,Protests,Peaceful protest,6,0,23274.0,Demonstrations,3506.0,46.4526,-94.5044
2022-07-30,North America,United States,Minnesota,Protests,Peaceful protest,4,0,21464.0,Demonstrations,3506.0,46.4526,-94.5044
2022-08-06,North America,United States,Minnesota,Protests,Peaceful protest,2,0,15863.0,Demonstrations,3506.0,46.4526,-94.5044
2022-08-13,North America,United States,Minnesota,Protests,Peaceful protest,2,0,15087.0,Demonstrations,3506.0,46.4526,-94.5044
2022-08-20,North America,United States,Minnesota,Protests,Peaceful protest,3,0,15950.0,Demonstrations,3506.0,46.4526,-94.5044
2022-08-27,North America,United States,Minnesota,Protests,Peaceful protest,6,0,13231.0,Demonstrations,3506.0,46.4526,-94.5044
2022-09-03,North America,United States,Minnesota,Protests,Peaceful protest,1,0,13220.0,Demonstrations,3506.0,46.4526,-94.5044
2022-09-10,North America,United States,Minnesota,Protests,Peaceful protest,11,0,29787.0,Demonstrations,3506.0,46.4526,-94.5044
2022-09-17,North America,United States,Minnesota,Protests,Peaceful protest,3,0,15619.0,Demonstrations,3506.0,46.4526,-94.5044
2022-09-24,North America,United States,Minnesota,Protests,Peaceful protest,5,0,26851.0,Demonstrations,3506.0,46.4526,-94.5044
2022-10-01,North America,United States,Minnesota,Protests,Peaceful protest,3,0,16183.0,Demonstrations,3506.0,46.4526,-94.5044
2022-10-08,North America,United States,Minnesota,Protests,Peaceful protest,7,0,17261.0,Demonstrations,3506.0,46.4526,-94.5044
2022-10-15,North America,United States,Minnesota,Protests,Peaceful protest,3,0,16692.0,Demonstrations,3506.0,46.4526,-94.5044
2022-10-22,North America,United States,Minnesota,Protests,Peaceful protest,1,0,2210.0,Demonstrations,3506.0,46.4526,-94.5044
2022-10-29,North America,United States,Minnesota,Protests,Peaceful protest,7,0,20380.0,Demonstrations,3506.0,46.4526,-94.5044
2022-11-05,North America,United States,Minnesota,Protests,Peaceful protest,1,0,13220.0,Demonstrations,3506.0,46.4526,-94.5044
2022-11-12,North America,United States,Minnesota,Protests,Peaceful protest,3,0,15311.0,Demonstrations,3506.0,46.4526,-94.5044
2022-11-19,North America,United States,Minnesota,Protests,Peaceful protest,2,0,13220.0,Demonstrations,3506.0,46.4526,-94.5044
2022-11-26,North America,United States,Minnesota,Protests,Peaceful protest,1,0,13220.0,Demonstrations,3506.0,46.4526,-94.5044
2022-12-03,North America,United States,Minnesota,Protests,Peaceful protest,5,0,24246.0,Demonstrations,3506.0,46.4526,-94.5044
2022-12-10,North America,United States,Minnesota,Protests,Peaceful protest,5,0,18667.0,Demonstrations,3506.0,46.4526,-94.5044
2022-12-17,North America,United States,Minnesota,Protests,Peaceful protest,2,0,8244.0,Demonstrations,3506.0,46.4526,-94.5044
2022-12-24,North America,United States,Minnesota,Protests,Peaceful protest,1,0,13220.0,Demonstrations,3506.0,46.4526,-94.5044
2022-12-31,North America,United States,Minnesota,Protests,Peaceful protest,4,0,21658.0,Demonstrations,3506.0,46.4526,-94.5044
2023-01-07,North America,United States,Minnesota,Protests,Peaceful protest,3,0,24245.0,Demonstrations,3506.0,46.4526,-94.5044
2023-01-14,North America,United States,Minnesota,Protests,Peaceful protest,4,0,22276.0,Demonstrations,3506.0,46.4526,-94.5044
2023-01-21,North America,United States,Minnesota,Protests,Peaceful protest,7,0,24747.0,Demonstrations,3506.0,46.4526,-94.5044
2023-01-28,North America,United States,Minnesota,Protests,Peaceful protest,11,0,24153.0,Demonstrations,3506.0,46.4526,-94.5044
2023-02-04,North America,United States,Minnesota,Protests,Peaceful protest,6,0,19876.0,Demonstrations,3506.0,46.4526,-94.5044
2023-02-11,North America,United States,Minnesota,Protests,Peaceful protest,8,0,27506.0,Demonstrations,3506.0,46.4526,-94.5044
2023-02-18,North America,United States,Minnesota,Protests,Peaceful protest,9,0,22288.0,Demonstrations,3506.0,46.4526,-94.5044
2023-02-25,North America,United States,Minnesota,Protests,Peaceful protest,5,0,28182.0,Demonstrations,3506.0,46.4526,-94.5044
2023-03-04,North America,United States,Minnesota,Protests,Peaceful protest,11,0,29516.0,Demonstrations,3506.0,46.4526,-94.5044
2023-03-11,North America,United States,Minnesota,Protests,Peaceful protest,3,0,22276.0,Demonstrations,3506.0,46.4526,-94.5044
2023-03-18,North America,United States,Minnesota,Protests,Peaceful protest,6,0,29260.0,Demonstrations,3506.0,46.4526,-94.5044
2023-03-25,North America,United States,Minnesota,Protests,Peaceful protest,3,0,10407.0,Demonstrations,3506.0,46.4526,-94.5044
2023-04-01,North America,United States,Minnesota,Protests,Peaceful protest,5,0,27782.0,Demonstrations,3506.0,46.4526,-94.5044
2023-04-08,North America,United States,Minnesota,Protests,Peaceful protest,1,0,13838.0,Demonstrations,3506.0,46.4526,-94.5044
2023-04-15,North America,United States,Minnesota,Protests,Peaceful protest,5,0,23561.0,Demonstrations,3506.0,46.4526,-94.5044
2023-04-22,North America,United States,Minnesota,Protests,Peaceful protest,7,0,22276.0,Demonstrations,3506.0,46.4526,-94.5044
2023-04-29,North America,United States,Minnesota,Protests,Peaceful protest,7,0,35528.0,Demonstrations,3506.0,46.4526,-94.5044
2023-05-06,North America,United States,Minnesota,Protests,Peaceful protest,6,0,22457.0,Demonstrations,3506.0,46.4526,-94.5044
2023-05-13,North America,United States,Minnesota,Protests,Peaceful protest,5,0,22276.0,Demonstrations,3506.0,46.4526,-94.5044
2023-05-20,North America,United States,Minnesota,Protests,Peaceful protest,8,0,32504.0,Demonstrations,3506.0,46.4526,-94.5044
2023-05-27,North America,United States,Minnesota,Protests,Peaceful protest,3,0,17213.0,Demonstrations,3506.0,46.4526,-94.5044
2023-06-03,North America,United States,Minnesota,Protests,Peaceful protest,5,0,23203.0,Demonstrations,3506.0,46.4526,-94.5044
2023-06-10,North America,United States,Minnesota,Protests,Peaceful protest,2,0,13838.0,Demonstrations,3506.0,46.4526,-94.5044
2023-06-17,North America,United States,Minnesota,Protests,Peaceful protest,3,0,15657.0,Demonstrations,3506.0,46.4526,-94.5044
2023-06-24,North America,United States,Minnesota,Protests,Peaceful protest,5,0,23564.0,Demonstrations,3506.0,46.4526,-94.5044
2023-07-01,North America,United States,Minnesota,Protests,Peaceful protest,2,0,8438.0,Demonstrations,3506.0,46.4526,-94.5044
2023-07-08,North America,United States,Minnesota,Protests,Peaceful protest,15,0,39341.0,Demonstrations,3506.0,46.4526,-94.5044
2023-07-15,North America,United States,Minnesota,Protests,Peaceful protest,5,0,20436.0,Demonstrations,3506.0,46.4526,-94.5044
2023-07-22,North America,United States,Minnesota,Protests,Peaceful protest,5,0,32306.0,Demonstrations,3506.0,46.4526,-94.5044
2023-07-29,North America,United States,Minnesota,Protests,Peaceful protest,6,0,27088.0,Demonstrations,3506.0,46.4526,-94.5044
2023-08-05,North America,United States,Minnesota,Protests,Peaceful protest,7,0,32549.0,Demonstrations,3506.0,46.4526,-94.5044
2023-08-12,North America,United States,Minnesota,Protests,Peaceful protest,1,0,13838.0,Demonstrations,3506.0,46.4526,-94.5044
2023-08-19,North America,United States,Minnesota,Protests,Peaceful protest,6,0,22276.0,Demonstrations,3506.0,46.4526,-94.5044
2023-08-26,North America,United States,Minnesota,Protests,Peaceful protest,2,0,22276.0,Demonstrations,3506.0,46.4526,-94.5044
2023-09-02,North America,United States,Minnesota,Protests,Peaceful protest,6,0,15539.0,Demonstrations,3506.0,46.4526,-94.5044
2023-09-09,North America,United States,Minnesota,Protests,Peaceful protest,9,0,22288.0,Demonstrations,3506.0,46.4526,-94.5044
2023-09-16,North America,United States,Minnesota,Protests,Peaceful protest,4,0,24919.0,Demonstrations,3506.0,46.4526,-94.5044
2023-09-23,North America,United States,Minnesota,Protests,Peaceful protest,2,0,3714.0,Demonstrations,3506.0,46.4526,-94.5044
2023-09-30,North America,United States,Minnesota,Protests,Peaceful protest,3,0,25253.0,Demonstrations,3506.0,46.4526,-94.5044
2023-10-07,North America,United States,Minnesota,Protests,Peaceful protest,5,0,22276.0,Demonstrations,3506.0,46.4526,-94.5044
2023-10-14,North America,United States,Minnesota,Protests,Peaceful protest,8,0,28612.0,Demonstrations,3506.0,46.4526,-94.5044
2023-10-21,North America,United States,Minnesota,Protests,Peaceful protest,8,0,29795.0,Demonstrations,3506.0,46.4526,-94.5044
2023-10-28,North America,United States,Minnesota,Protests,Peaceful protest,7,0,24480.0,Demonstrations,3506.0,46.4526,-94.5044
2023-11-04,North America,United States,Minnesota,Protests,Peaceful protest,7,0,27989.0,Demonstrations,3506.0,46.4526,-94.5044
2023-11-11,North America,United States,Minnesota,Protests,Peaceful protest,13,0,38935.0,Demonstrations,3506.0,46.4526,-94.5044
2023-11-18,North America,United States,Minnesota,Protests,Peaceful protest,2,0,2977.0,Demonstrations,3506.0,46.4526,-94.5044
2023-11-25,North America,United States,Minnesota,Protests,Peaceful protest,9,0,32491.0,Demonstrations,3506.0,46.4526,-94.5044
2023-12-02,North America,United States,Minnesota,Protests,Peaceful protest,5,0,14683.0,Demonstrations,3506.0,46.4526,-94.5044
2023-12-09,North America,United States,Minnesota,Protests,Peaceful protest,15,0,31872.0,Demonstrations,3506.0,46.4526,-94.5044
2023-12-16,North America,United States,Minnesota,Protests,Peaceful protest,3,0,23954.0,Demonstrations,3506.0,46.4526,-94.5044
2023-12-23,North America,United States,Minnesota,Protests,Peaceful protest,5,0,13175.0,Demonstrations,3506.0,46.4526,-94.5044
2023-12-30,North America,United States,Minnesota,Protests,Peaceful protest,1,0,1052.0,Demonstrations,3506.0,46.4526,-94.5044
2024-01-06,North America,United States,Minnesota,Protests,Peaceful protest,11,0,31476.0,Demonstrations,3506.0,46.4526,-94.5044
2024-01-13,North America,United States,Minnesota,Protests,Peaceful protest,2,0,8842.0,Demonstrations,3506.0,46.4526,-94.5044
2024-01-20,North America,United States,Minnesota,Protests,Peaceful protest,7,0,29351.0,Demonstrations,3506.0,46.4526,-94.5044
2024-01-27,North America,United States,Minnesota,Protests,Peaceful protest,7,0,28249.0,Demonstrations,3506.0,46.4526,-94.5044
2024-02-03,North America,United States,Minnesota,Protests,Peaceful protest,3,0,26547.0,Demonstrations,3506.0,46.4526,-94.5044
2024-02-10,North America,United States,Minnesota,Protests,Peaceful protest,10,0,36218.0,Demonstrations,3506.0,46.4526,-94.5044
2024-02-17,North America,United States,Minnesota,Protests,Peaceful protest,5,0,24916.0,Demonstrations,3506.0,46.4526,-94.5044
2024-02-24,North America,United States,Minnesota,Protests,Peaceful protest,9,0,30601.0,Demonstrations,3506.0,46.4526,-94.5044
2024-03-02,North America,United States,Minnesota,Protests,Peaceful protest,19,0,36158.0,Demonstrations,3506.0,46.4526,-94.5044
2024-03-09,North America,United States,Minnesota,Protests,Peaceful protest,7,0,32067.0,Demonstrations,3506.0,46.4526,-94.5044
2024-03-16,North America,United States,Minnesota,Protests,Peaceful protest,3,0,11567.0,Demonstrations,3506.0,46.4526,-94.5044
2024-03-23,North America,United States,Minnesota,Protests,Peaceful protest,3,0,8641.0,Demonstrations,3506.0,46.4526,-94.5044
2024-03-30,North America,United States,Minnesota,Protests,Peaceful protest,1,0,14483.0,Demonstrations,3506.0,46.4526,-94.5044
2024-04-06,North America,United States,Minnesota,Protests,Peaceful protest,5,0,16338.0,Demonstrations,3506.0,46.4526,-94.5044
2024-04-13,North America,United States,Minnesota,Protests,Peaceful protest,9,0,27699.0,Demonstrations,3506.0,46.4526,-94.5044
