STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,COUNTERPART_AREA,Counterpart area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,VISITOR_TYPE,Visitor type,ACCOMMODATION_TYPE,Accommodation type,SOURCE,Source,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,POL,Poland,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2010,,105769,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,SWE,Sweden,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2010,,179687,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,RUS,Russia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2010,,175628,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,LTU,Lithuania,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2011,,202978,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,POL,Poland,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2011,,103911,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,SWE,Sweden,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2011,,186514,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,RUS,Russia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2011,,186716,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,EST,Estonia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2012,,140983,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,EST,Estonia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2013,,158076,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,LTU,Lithuania,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2013,,123065,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,SWE,Sweden,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2013,,97725,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,RUS,Russia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2013,,161887,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,EST,Estonia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2014,,95076,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,LTU,Lithuania,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2014,,133856,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,SWE,Sweden,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2014,,86209,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,RUS,Russia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2014,,138027,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,EST,Estonia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2015,,168417,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,LTU,Lithuania,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2015,,171482,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,SWE,Sweden,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2015,,74923,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,RUS,Russia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2015,,120917,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,EST,Estonia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2016,,209976,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,LTU,Lithuania,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2016,,212525,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,SWE,Sweden,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2016,,64831,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,RUS,Russia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2016,,122102,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,EST,Estonia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2017,,173381,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,LTU,Lithuania,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2017,,153700,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,SWE,Sweden,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2017,,79646,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,RUS,Russia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2017,,84890,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,EST,Estonia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2018,,206320,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,LTU,Lithuania,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2018,,156905,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,SWE,Sweden,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2018,,99879,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,RUS,Russia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2018,,117381,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,EST,Estonia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2019,,161334,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,LTU,Lithuania,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2019,,166138,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,SWE,Sweden,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2019,,100268,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,RUS,Russia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2019,,102450,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,EST,Estonia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2020,,89670,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,LTU,Lithuania,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2020,,54085,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,EST,Estonia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2021,,83058,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,LTU,Lithuania,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2021,,30568,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,SWE,Sweden,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2021,,30036,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,EST,Estonia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2022,,235554,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,LTU,Lithuania,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2022,,154386,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,POL,Poland,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2022,,56263,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,SWE,Sweden,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2022,,31384,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,EST,Estonia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2023,,227929,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,LTU,Lithuania,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2023,,154386,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,POL,Poland,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2023,,102350,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,SWE,Sweden,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2023,,43989,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,EST,Estonia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2024,,274535,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,LTU,Lithuania,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2024,,195429,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,POL,Poland,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2024,,82536,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,SWE,Sweden,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2024,,66963,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,RUS,Russia,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2024,,35049,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2008,,142301,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2009,,181863,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2010,,140431,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2011,,183493,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2012,,147830,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2013,,154342,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2014,,134815.24721667,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2015,,106851.15460615,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2016,,90530.138631538,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2018,,207875,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2019,,217915,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,PRT,Portugal,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2019,,165043,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2020,,176695,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,PRT,Portugal,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2020,,127175,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2021,,194281,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,PRT,Portugal,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2021,,188163,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2022,,257463,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,PRT,Portugal,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2022,,237720,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2023,,299352,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,PRT,Portugal,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2023,,245153,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2024,,263572,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,PRT,Portugal,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2024,,219058,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NLD,Netherlands,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2008,,1970000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NLD,Netherlands,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2009,,1990000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NLD,Netherlands,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2010,,1996000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NLD,Netherlands,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2011,,1972000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NLD,Netherlands,BEL,Belgium,TOP_DES,Departures to top destinations,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_Z,Not applicable,_Z,Not applicable,2012,,1811000,,A,Normal value,A,Normal value,0,Units
