STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE2,Flemish Region,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2017,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE2,Flemish Region,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2016,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE2,Flemish Region,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2015,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE2,Flemish Region,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE2,Flemish Region,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2013,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2012,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2011,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2025,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2021,,1.6,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2015,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2013,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2012,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2011,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2010,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2009,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2008,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2010,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2009,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2008,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2022,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2021,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2020,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2019,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2018,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2017,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2016,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2022,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2020,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2019,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2018,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2017,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2016,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2015,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2013,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2012,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2011,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2010,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2009,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2008,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2024,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2023,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2022,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2021,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2020,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2019,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2018,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2017,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2016,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2015,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,BE3,Walloon Region,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2020,,1,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2019,,2,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2018,,2,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2015,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2013,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2012,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2011,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2010,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2009,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2008,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2017,,2,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2016,,2,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2015,,1.9,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2014,,1.8,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2013,,1.8,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2012,,1.8,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2011,,1.8,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2010,,1.8,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2009,,1.8,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2008,,1.8,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2024,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2023,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2022,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2021,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2020,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2019,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2018,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2017,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2016,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2025,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2024,,3.3,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2023,,3.3,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2022,,3.2,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2021,,2.6,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2020,,2.7,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2019,,3.6,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2018,,3.6,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2017,,3.6,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2016,,3.6,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2015,,3.5,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2014,,3.5,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2013,,3.4,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2012,,3.4,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2011,,3.4,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2010,,3.4,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2009,,3.6,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2008,,3.6,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2024,,1.8,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,CAN,Canada,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2023,,1.8,,A,Normal value,A,Normal value,0,Units
