STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2019,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2018,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2017,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2016,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2024,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2023,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2022,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2021,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2020,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2019,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2018,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2017,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2016,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2015,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2013,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2012,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2011,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2010,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2009,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2008,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2021,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2025,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2015,,16.2,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2014,,16.5,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2013,,14.1,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2012,,13,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2011,,13,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2010,,12.8,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2009,,12.6,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2008,,13,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2014,,4.3,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,EGY,Egypt,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2013,,3.9,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2009,,3.8,,E,Estimated value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2020,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2019,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2018,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2008,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2018,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2017,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2016,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2015,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2013,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2008,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2017,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2016,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2015,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2013,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2008,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2024,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2023,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2022,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2021,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2020,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2019,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2018,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2017,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2016,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2015,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2013,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2012,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2011,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2010,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2009,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2025,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2012,,5.3,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2011,,4.9,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2010,,4.6,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2009,,4.4,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2012,,3.8,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IND,India,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2011,,3.7,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2016,,4.6,,B,Time series break,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2016,,4.7,,B,Time series break,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2015,,4.3,,E,Estimated value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2013,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2012,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2011,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2010,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2009,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2008,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2024,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2014,,4.1,,E,Estimated value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2013,,4,,E,Estimated value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2012,,8.4,,P,Provisional value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2012,,4,,E,Estimated value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2011,,4,,E,Estimated value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2010,,4.1,,E,Estimated value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2009,,4.2,,E,Estimated value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2008,,4.7,,E,Estimated value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2020,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2019,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2018,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2017,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2016,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2015,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2013,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2024,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,IDN,Indonesia,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2023,,,,A,Normal value,A,Normal value,0,Units
